title,make,model,year,condition,transmission,price
Toyota Sienna LE 2009 Black,Toyota,Sienna LE,2009,foreign used,automatic,"₦ 10,500,000"
Toyota RAV4 Limited AWD 2024 White,Toyota,RAV4 Limited,2024,foreign used,automatic,"₦ 58,000,000"
Lexus RX 350 2010 White,Lexus,RX 350,2010,local used,automatic,"₦ 10,480,000"
Hyundai Sonata SEL Plus 2020 Red,Hyundai,Sonata SEL,2020,foreign used,automatic,"₦ 39,900,000"
Cadillac CTS 2.0L Turbo Luxury RWD 2017 White,Cadillac,CTS 2,2017,foreign used,automatic,"₦ 25,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Gold,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 97,500,000"
Lexus RX 350 F Sport AWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 28,500,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Blue,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 27,000,000"
Toyota Hilux SR 4x4 2014 White,Toyota,Hilux SR,2014,local used,automatic,"₦ 28,000,000"
Lexus RX 350 AWD 2014 Burgundy,Lexus,RX 350,2014,foreign used,automatic,"₦ 27,500,000"
Mercedes-Benz C300 Base 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,Mercedes-Benz,C300 Base,2016,foreign used,automatic,"₦ 21,500,000"
Toyota Camry 2007 Red,Toyota,Camry,2007,local used,automatic,"₦ 9,000,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,foreign used,automatic,"₦ 12,000,000"
Nissan Pathfinder 2014 Blue,Nissan,Pathfinder,2014,local used,automatic,"₦ 6,500,000"
Mercedes-Benz G-Class 2015 Black,Mercedes-Benz,G-Class,2015,local used,automatic,"₦ 64,300,000"
Toyota RAV4 2008 Red,Toyota,RAV4,2008,local used,automatic,"₦ 6,900,000"
Toyota Camry 2005 Gold,Toyota,Camry,2005,local used,automatic,"₦ 5,000,000"
Honda Accord 2009 Blue,Honda,Accord,2009,local used,automatic,"₦ 4,600,000"
Ford Mustang 2010 Yellow,Ford,Mustang,2010,local used,automatic,"₦ 11,500,000"
Lexus RX 2006 Gray,Lexus,RX,2006,local used,automatic,"₦ 8,500,000"
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Silver,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 26,950,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry SE,2014,foreign used,automatic,"₦ 13,350,000"
Toyota Corolla XLE 2020 Silver,Toyota,Corolla XLE,2020,foreign used,automatic,"₦ 22,000,000"
Toyota Highlander 3.5L 4WD 2013 Black,Toyota,Highlander 3,2013,foreign used,automatic,"₦ 20,100,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,foreign used,automatic,"₦ 8,000,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 73,850,000"
New Toyota Land Cruiser 2023 Black,New,Toyota Land,2023,brand new,automatic,"₦ 222,500,000"
New Toyota Land Cruiser Prado 2024 Black,New,Toyota Land,2024,brand new,automatic,"₦ 135,850,000"
Land Rover Range Rover Vogue 2019 Black,Land,Rover Range,2019,local used,automatic,"₦ 64,500,000"
Lexus RX 350 2011 Silver,Lexus,RX 350,2011,foreign used,automatic,"₦ 19,000,000"
Toyota Tacoma 4x4 Access Cab 2008 Gray,Toyota,Tacoma 4x4,2008,local used,automatic,"₦ 9,500,000"
Toyota Land Cruiser Prado 2020 Black,Toyota,Land Cruiser,2020,local used,automatic,"₦ 27,000,000"
Mercedes-Benz GLC-Class 2019 Black,Mercedes-Benz,GLC-Class,2019,foreign used,automatic,"₦ 29,000,000"
Honda CR-V 2017 Black,Honda,CR-V,2017,local used,automatic,"₦ 24,950,000"
Toyota RAV4 2008 Silver,Toyota,RAV4,2008,local used,automatic,"₦ 7,300,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Silver,Toyota,Camry LE,2008,local used,automatic,"₦ 6,000,000"
Nissan Altima 2019 Silver,Nissan,Altima,2019,foreign used,automatic,"₦ 17,200,000"
Toyota Fortuner 2023 Black,Toyota,Fortuner,2023,foreign used,automatic,"₦ 63,500,000"
Toyota Corolla 2005 Gray,Toyota,Corolla,2005,local used,automatic,"₦ 4,600,000"
Lexus RX 2005 Black,Lexus,RX,2005,local used,automatic,"₦ 7,600,000"
Honda Accord 2010 Burgundy,Honda,Accord,2010,local used,automatic,"₦ 4,600,000"
Toyota Solara 2005 Black,Toyota,Solara,2005,local used,automatic,"₦ 2,600,000"
Toyota Highlander 2010 Gray,Toyota,Highlander,2010,local used,automatic,"₦ 14,500,000"
Toyota Sienna XLE 8-Passenger 4dr Minivan (3.5L 6cyl 6A) 2015 Silver,Toyota,Sienna XLE,2015,foreign used,automatic,"₦ 17,950,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Gray,Mercedes-Benz,E350 Base,2014,foreign used,automatic,"₦ 19,200,000"
Mazda CX-9 Grand Touring 2008 Black,Mazda,CX-9 Grand,2008,local used,automatic,"₦ 5,900,000"
Mercedes-Benz C180 2012 Silver,Mercedes-Benz,C180,2012,foreign used,automatic,"₦ 6,350,000"
Toyota Highlander Limited 4x4 2009 Black,Toyota,Highlander Limited,2009,local used,automatic,"₦ 9,850,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Silver,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 36,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2016 Black,Toyota,Corolla S,2016,foreign used,automatic,"₦ 15,900,000"
Land Rover Range Rover Vogue 2023 Black,Land,Rover Range,2023,foreign used,automatic,"₦ 348,000,000"
Audi Q5 3.0T Premium Plus AWD quattro 2013 Black,Audi,Q5 3,2013,local used,automatic,"₦ 9,500,000"
Toyota RAV4 3.5 2010 Blue,Toyota,RAV4 3,2010,foreign used,automatic,"₦ 14,500,000"
Lexus ES 350 2007 Gold,Lexus,ES 350,2007,local used,automatic,"₦ 7,850,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Gray,Mercedes-Benz,GLK-Class 350,2011,local used,automatic,"₦ 11,600,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 Black,Mercedes-Benz,GLE-Class AMG,2022,foreign used,automatic,"₦ 125,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Silver,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 34,000,000"
Lexus RX 2006 Silver,Lexus,RX,2006,foreign used,automatic,"₦ 12,500,000"
Lexus ES 350 FWD 2014 White,Lexus,ES 350,2014,foreign used,automatic,"₦ 23,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Burgundy,Toyota,Camry LE,2013,local used,automatic,"₦ 9,900,000"
Honda Accord EX 2dr Coupe (2.4L 4cyl 6M) 2014 Black,Honda,Accord EX,2014,local used,automatic,"₦ 9,700,000"
Toyota Hilux 2019 White,Toyota,Hilux,2019,foreign used,manual,"₦ 34,900,000"
Lexus ES 350 2009 Silver,Lexus,ES 350,2009,foreign used,automatic,"₦ 12,500,000"
Lexus RX 2005 Silver,Lexus,RX,2005,local used,automatic,"₦ 4,000,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,local used,automatic,"₦ 4,900,000"
Honda Accord 2012 White,Honda,Accord,2012,local used,automatic,"₦ 6,200,000"
Toyota Highlander 2005 Silver,Toyota,Highlander,2005,foreign used,automatic,"₦ 10,500,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,local used,automatic,"₦ 6,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Blue,Toyota,Camry SE,2016,foreign used,automatic,"₦ 15,200,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,brand new,automatic,"₦ 215,400,000"
Mercedes-Benz GLE-Class GLE 350 2017 Red,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 37,850,000"
Audi Q7 4.2 FSI Quattro 2007 Green,Audi,Q7 4,2007,local used,automatic,"₦ 6,900,000"
Porsche Cayenne 2013 Blue,Porsche,Cayenne,2013,foreign used,automatic,"₦ 27,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010,Toyota,Corolla LE,2010,foreign used,automatic,"₦ 11,000,000"
Lexus LS 2008 White,Lexus,LS,2008,foreign used,automatic,"₦ 12,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 4A) 2004 Silver,Toyota,Camry LE,2004,local used,automatic,"₦ 3,900,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Black,Toyota,Camry LE,2015,local used,automatic,"₦ 12,200,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 16,999,999"
Mercedes-Benz C300 Sport 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Blue,Mercedes-Benz,C300 Sport,2015,local used,automatic,"₦ 14,300,000"
Toyota RAV4 XLE AWD 2020 Burgundy,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 38,000,000"
Lexus ES 350 FWD 2017 Gold,Lexus,ES 350,2017,foreign used,automatic,"₦ 27,500,000"
Lexus RX 350 AWD 2017 White,Lexus,RX 350,2017,foreign used,automatic,"₦ 40,500,000"
Toyota Tacoma TRD Sport 2017 Gray,Toyota,Tacoma TRD,2017,local used,automatic,"₦ 42,000,000"
Toyota Corolla 2006 Red,Toyota,Corolla,2006,local used,automatic,"₦ 4,500,000"
Mazda 6 2006 Silver,Mazda,6,2006,local used,manual,"₦ 3,200,000"
Lexus ES 2015 Blue,Lexus,ES,2015,foreign used,automatic,"₦ 21,000,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,foreign used,automatic,"₦ 10,200,000"
Lexus RX 2015 Black,Lexus,RX,2015,foreign used,automatic,"₦ 34,171,875"
Toyota Corolla 2004 Black,Toyota,Corolla,2004,local used,automatic,"₦ 5,500,000"
Toyota Camry 2010 Silver,Toyota,Camry,2010,local used,automatic,"₦ 6,800,000"
Toyota Hilux 2022 White,Toyota,Hilux,2022,foreign used,automatic,"₦ 84,000,000"
Hyundai Sonata SE 4dr Sedan (2.4L 4cyl 6A) 2015 Silver,Hyundai,Sonata SE,2015,foreign used,automatic,"₦ 13,000,000"
Lexus GS 2008 Silver,Lexus,GS,2008,foreign used,automatic,"₦ 8,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 Gray,Mercedes-Benz,CLA-Class CLA,2016,foreign used,automatic,"₦ 15,400,000"
Ford F-150 XL 4dr SuperCab 4WD 6.5 ft. SB (3.7L 6cyl 6A) 2014 White,Ford,F-150 XL,2014,foreign used,automatic,"₦ 20,500,000"
Toyota Highlander SE 2010 Gray,Toyota,Highlander SE,2010,foreign used,automatic,"₦ 17,800,000"
Mazda 323 1.6 2002 Blue,Mazda,323 1,2002,foreign used,manual,"₦ 16,500,000"
Toyota Land Cruiser Prado 4.0 i 2012 Black,Toyota,Land Cruiser,2012,local used,automatic,"₦ 20,500,000"
Mercedes-Benz GLK-Class 2012 White,Mercedes-Benz,GLK-Class,2012,foreign used,automatic,"₦ 18,900,000"
Hyundai Tucson Limited AWD 2020 Black,Hyundai,Tucson Limited,2020,local used,automatic,"₦ 22,000,000"
Toyota Tacoma SR5 Double Cab 6' Bed AT 2024 Silver,Toyota,Tacoma SR5,2024,foreign used,automatic,"₦ 85,000,000"
Toyota Highlander XLE 2021 Black,Toyota,Highlander XLE,2021,foreign used,automatic,"₦ 57,000,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2016 Black,Mercedes-Benz,GLE-Class AMG,2016,foreign used,automatic,"₦ 80,000,000"
Lexus ES 350 FWD 2015 Silver,Lexus,ES 350,2015,local used,automatic,"₦ 17,000,000"
Nissan Maxima 3.5 SV 4dr Sedan (3.5L 6cyl CVT) 2014 Black,Nissan,Maxima 3,2014,local used,automatic,"₦ 5,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 White,Toyota,Corolla LE,2010,local used,automatic,"₦ 7,800,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2014 Red,Toyota,Corolla LE,2014,local used,automatic,"₦ 9,800,000"
Land Rover Range Rover Sport 2023 White,Land,Rover Range,2023,foreign used,automatic,"₦ 250,593,750"
Toyota Hilux 2021 Gray,Toyota,Hilux,2021,foreign used,automatic,"₦ 58,400,000"
Toyota Corolla 2005 Black,Toyota,Corolla,2005,local used,automatic,"₦ 4,500,000"
Toyota Camry 2009 Black,Toyota,Camry,2009,local used,automatic,"₦ 6,200,000"
Toyota Camry 2016 Silver,Toyota,Camry,2016,local used,automatic,"₦ 11,700,000"
Toyota Matrix 2006 Black,Toyota,Matrix,2006,local used,automatic,"₦ 5,150,000"
Toyota Corolla 2014 Black,Toyota,Corolla,2014,local used,automatic,"₦ 10,500,000"
Toyota Camry 2010 Gray,Toyota,Camry,2010,local used,automatic,"₦ 8,500,000"
Toyota Tacoma TRD Sport 2019 White,Toyota,Tacoma TRD,2019,foreign used,automatic,"₦ 36,500,000"
Mercedes-Benz C300 2015 Blue,Mercedes-Benz,C300,2015,foreign used,automatic,"₦ 19,500,000"
Lexus RX 350 F SPORT AWD 2013 Burgundy,Lexus,RX 350,2013,foreign used,automatic,"₦ 26,040,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2023 Gray,Mercedes-Benz,GLE-Class GLE,2023,foreign used,automatic,"₦ 132,055,555"
Toyota Highlander SE 2019 Black,Toyota,Highlander SE,2019,foreign used,automatic,"₦ 39,500,000"
Acura RDX 4dr SUV AWD (3.5L 6cyl 6A) 2014 Black,Acura,RDX 4dr,2014,local used,automatic,"₦ 9,800,000"
New Toyota Hilux 2023 Gray,New,Toyota Hilux,2023,brand new,automatic,"₦ 215,000,000"
New Toyota Fortuner 2023 Black,New,Toyota Fortuner,2023,brand new,automatic,"₦ 76,550,000"
Toyota Hilux 2024 Black,Toyota,Hilux,2024,local used,automatic,"₦ 76,500,000"
Lexus IS 2007 Black,Lexus,IS,2007,foreign used,automatic,"₦ 9,500,000"
Toyota Highlander Base 2010,Toyota,Highlander Base,2010,foreign used,automatic,"₦ 18,500,000"
Toyota 4-Runner Limited 2WD 2011 Black,Toyota,4-Runner Limited,2011,local used,automatic,"₦ 18,500,000"
Ford Escape XLS 4x4 2004 Gray,Ford,Escape XLS,2004,local used,automatic,"₦ 2,450,000"
Hyundai Sonata SE 2.0T Sedan FWD (2.0L 4cyl 6A) 2011 White,Hyundai,Sonata SE,2011,foreign used,automatic,"₦ 8,428,000"
Lexus GX 470 2009 Gray,Lexus,GX 470,2009,local used,automatic,"₦ 9,600,000"
Toyota Camry XSE 4dr Sedan (3.5L 6cyl 6A) 2015 Burgundy,Toyota,Camry XSE,2015,foreign used,automatic,"₦ 20,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Gold,Toyota,Camry LE,2012,foreign used,automatic,"₦ 12,850,000"
Hyundai Santa Fe Limited 4dr SUV AWD (3.3L 6cyl 6A) 2014 Silver,Hyundai,Santa Fe,2014,local used,automatic,"₦ 13,500,000"
Lexus ES 350 FWD 2015 Blue,Lexus,ES 350,2015,foreign used,automatic,"₦ 23,000,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,local used,automatic,"₦ 8,750,000"
Ford Ranger Wildtrak 2013 Black,Ford,Ranger Wildtrak,2013,local used,automatic,"₦ 13,900,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 15,000,000"
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2016 Black,Toyota,Corolla LE,2016,local used,automatic,"₦ 10,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 4A) 2004 Green,Toyota,Camry LE,2004,local used,automatic,"₦ 4,500,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,local used,automatic,"₦ 14,800,000"
Toyota Camry 2002 Gold,Toyota,Camry,2002,local used,automatic,"₦ 2,500,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,foreign used,automatic,"₦ 8,200,000"
Toyota Camry 2010 Gold,Toyota,Camry,2010,foreign used,automatic,"₦ 7,500,000"
Lexus RX 2004 Black,Lexus,RX,2004,local used,automatic,"₦ 4,800,000"
Toyota Venza 2014 Black,Toyota,Venza,2014,foreign used,automatic,"₦ 12,700,000"
Toyota Camry 2010 Green,Toyota,Camry,2010,local used,automatic,"₦ 6,500,000"
Lexus GX 460 2010 Black,Lexus,GX 460,2010,local used,automatic,"₦ 28,000,000"
Lexus GX 2008 Black,Lexus,GX,2008,local used,automatic,"₦ 13,200,000"
Honda Civic 2008,Honda,Civic,2008,local used,automatic,"₦ 4,500,000"
Hummer H1 2005 Black,Hummer,H1,2005,local used,automatic,"₦ 7,500,000"
Hyundai Santa Fe 2014 Red,Hyundai,Santa Fe,2014,foreign used,automatic,"₦ 14,000,000"
Honda Accord EX-L 2.0T 2018 Silver,Honda,Accord EX-L,2018,foreign used,automatic,"₦ 24,000,000"
Toyota Camry 2.4 SE 2008 Black,Toyota,Camry 2,2008,foreign used,automatic,"₦ 8,500,000"
Lexus RX 2015 Gold,Lexus,RX,2015,foreign used,automatic,"₦ 28,000,000"
New Toyota Highlander XLE AWD 2024 Black,New,Toyota Highlander,2024,brand new,automatic,"₦ 164,500,000"
New Land Rover Range Rover Velar 2024 Black,New,Land Rover,2024,brand new,automatic,"₦ 193,500,000"
Lexus RX 350L Luxury FWD 2019 Black,Lexus,RX 350L,2019,foreign used,automatic,"₦ 47,100,000"
Toyota Land Cruiser Prado 4.0 i 2011 Silver,Toyota,Land Cruiser,2011,local used,automatic,"₦ 28,500,000"
Mercedes-Benz A-Class Base A 220 AWD 4MATIC 2020 Black,Mercedes-Benz,A-Class Base,2020,local used,automatic,"₦ 35,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 White,Mercedes-Benz,GLE-Class AMG,2022,foreign used,automatic,"₦ 138,500,000"
Toyota Sienna LE 2008 White,Toyota,Sienna LE,2008,local used,automatic,"₦ 6,000,000"
Lexus GX 2012 Blue,Lexus,GX,2012,local used,automatic,"₦ 22,000,000"
Lexus GX 460 2012 Black,Lexus,GX 460,2012,foreign used,automatic,"₦ 30,000,000"
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander XLE,2016,local used,automatic,"₦ 22,000,000"
Lexus ES 350 2010 Silver,Lexus,ES 350,2010,local used,automatic,"₦ 10,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 Blue,Toyota,Highlander Limited,2013,local used,automatic,"₦ 17,900,000"
Toyota Land Cruiser 2024 Black,Toyota,Land Cruiser,2024,local used,automatic,"₦ 20,000,000"
Toyota Avalon 2017 Black,Toyota,Avalon,2017,local used,automatic,"₦ 14,800,000"
Toyota Hilux 2.0 VVT-i SRX 2006 Black,Toyota,Hilux 2,2006,local used,manual,"₦ 10,200,000"
Honda Civic 2005 Gray,Honda,Civic,2005,local used,automatic,"₦ 3,100,000"
Toyota Land Cruiser Prado 2.8 2018 Black,Toyota,Land Cruiser,2018,local used,automatic,"₦ 45,200,000"
Toyota Avalon 2014 Silver,Toyota,Avalon,2014,foreign used,automatic,"₦ 19,000,000"
Lexus IS 2015 Gray,Lexus,IS,2015,local used,automatic,"₦ 11,000,000"
Mini Cooper 2006 Gray,Mini,Cooper,2006,local used,automatic,"₦ 5,950,000"
Mercedes-Benz G-Class 2014 Black,Mercedes-Benz,G-Class,2014,local used,automatic,"₦ 27,000,000"
BMW F-Series 2010 Blue,BMW,F-Series,2010,local used,automatic,"₦ 18,000,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,local used,automatic,"₦ 6,500,000"
Dodge Charger 2016 White,Dodge,Charger,2016,foreign used,automatic,"₦ 27,000,000"
Toyota Highlander Limited 2008 Black,Toyota,Highlander Limited,2008,local used,automatic,"₦ 7,300,000"
Honda Accord Sedan LX Automatic 2010 Black,Honda,Accord Sedan,2010,local used,automatic,"₦ 4,680,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Black,Toyota,Camry XLE,2009,local used,automatic,"₦ 6,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Black,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 14,000,000"
New Toyota Land Cruiser 2023 Black,New,Toyota Land,2023,brand new,automatic,"₦ 168,000,000"
Jeep Wrangler 2022 Red,Jeep,Wrangler,2022,foreign used,automatic,"₦ 80,000,000"
Mercedes-Benz G-Class Base G 500 AWD 2007 White,Mercedes-Benz,G-Class Base,2007,local used,automatic,"₦ 20,850,000"
Mercedes-Benz S-Class S 550 4MATIC 2016 Silver,Mercedes-Benz,S-Class S,2016,foreign used,automatic,"₦ 48,550,000"
New Toyota Highlander Limited AWD 2026 Black,New,Toyota Highlander,2026,brand new,automatic,"₦ 153,500,000"
New Mercedes-Benz GLS-Class 2023 Black,New,Mercedes-Benz GLS-Class,2023,brand new,automatic,"₦ 218,000,000"
Honda Pilot EX 4x2 (3.5L 6cyl 5A) 2007 Black,Honda,Pilot EX,2007,local used,automatic,"₦ 4,800,000"
Lexus GX 470 Sport Utility 2005 Blue,Lexus,GX 470,2005,local used,automatic,"₦ 10,500,000"
Honda Accord Crosstour EX-L 2011 Green,Honda,Accord Crosstour,2011,local used,automatic,"₦ 8,000,000"
Toyota Corolla 2009 Blue,Toyota,Corolla,2009,local used,automatic,"₦ 25,312,500"
Ford Explorer Limited 4dr 4x4 (3.5L 6cyl 6A) 2013 Black,Ford,Explorer Limited,2013,local used,automatic,"₦ 7,600,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander Limited,2018,foreign used,automatic,"₦ 35,000,000"
Lexus RX 350 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 45,000,000"
Mercedes-Benz C400 4Matic AWD Sedan (3.0L V6 7A) 2015 Black,Mercedes-Benz,C400 4Matic,2015,foreign used,automatic,"₦ 33,000,000"
Mercedes-Benz GLA 250 2018 Black,Mercedes-Benz,GLA 250,2018,foreign used,automatic,"₦ 28,500,000"
Honda Pilot 2012 Gray,Honda,Pilot,2012,foreign used,automatic,"₦ 12,500,000"
Mercedes-Benz GLB-Class GLB 250 4MATIC 2020 White,Mercedes-Benz,GLB-Class GLB,2020,foreign used,automatic,"₦ 43,000,000"
Lexus GX 460 Luxury 2018 Gray,Lexus,GX 460,2018,foreign used,automatic,"₦ 49,000,000"
Mercedes-Benz C43 4Matic Sedan AWD (3.0L V6 9AM) 2018 Black,Mercedes-Benz,C43 4Matic,2018,foreign used,automatic,"₦ 36,000,000"
Nissan Versa 2008 Blue,Nissan,Versa,2008,local used,automatic,"₦ 4,600,000"
Mercedes-Benz GLA 250 2020 White,Mercedes-Benz,GLA 250,2020,foreign used,automatic,"₦ 23,800,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2006 Silver,Toyota,Camry LE,2006,local used,automatic,"₦ 5,000,000"
Honda Accord EX-L 4dr Sedan w/Navigation (2.4L 4cyl CVT) 2014 Gray,Honda,Accord EX-L,2014,foreign used,automatic,"₦ 12,600,000"
Ford Explorer 2012 Gray,Ford,Explorer,2012,local used,automatic,"₦ 8,000,000"
Lexus RX 2005 Silver,Lexus,RX,2005,local used,automatic,"₦ 6,100,000"
Lexus RX 2015 Blue,Lexus,RX,2015,foreign used,automatic,"₦ 27,000,000"
Peugeot 307 2008 Silver,Peugeot,307,2008,local used,manual,"₦ 3,900,000"
Toyota Camry 2010 Black,Toyota,Camry,2010,local used,automatic,"₦ 7,300,000"
Toyota Coaster 2015 White,Toyota,Coaster,2015,foreign used,automatic,"₦ 285,000,000"
Hyundai Elantra N-Line 2022 Gray,Hyundai,Elantra N-Line,2022,foreign used,automatic,"₦ 25,900,000"
Lexus RX 2011 White,Lexus,RX,2011,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 29,500,000"
Lexus ES 2012 White,Lexus,ES,2012,local used,automatic,"₦ 9,000,000"
Toyota Camry XLE 4dr Sedan (3.5L 6cyl 6A) 2014 White,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 14,500,000"
New Mercedes-Benz E350 2024 Black,New,Mercedes-Benz E350,2024,brand new,automatic,"₦ 203,000,000"
Toyota Highlander Limited AWD 2023 Black,Toyota,Highlander Limited,2023,foreign used,automatic,"₦ 55,000,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Gray,Toyota,Camry XSE,2018,foreign used,automatic,"₦ 29,500,000"
Lexus ES 2025 Gray,Lexus,ES,2025,foreign used,automatic,"₦ 120,000,000"
Toyota Corolla S Plus 4dr Sedan (1.8L 4cyl 6M) 2014 Black,Toyota,Corolla S,2014,local used,automatic,"₦ 13,500,000"
New Toyota Land Cruiser Prado 2.7 2024 Black,New,Toyota Land,2024,brand new,automatic,"₦ 115,000,000"
BMW 328i 2012 White,BMW,328i,2012,local used,automatic,"₦ 8,300,000"
Rolls-Royce Ghost 2012 Black,Rolls-Royce,Ghost,2012,foreign used,automatic,"₦ 290,000,000"
Toyota Camry 2008 Blue,Toyota,Camry,2008,local used,automatic,"₦ 6,900,000"
Toyota Matrix Hatchback AWD (1.8L 4cyl 4A) 2006 Silver,Toyota,Matrix Hatchback,2006,local used,automatic,"₦ 4,500,000"
Land Rover Range Rover Sport 2015 Black,Land,Rover Range,2015,local used,automatic,"₦ 24,500,000"
Mercedes-Benz C350 C350 RWD 2013 Gray,Mercedes-Benz,C350 C350,2013,local used,automatic,"₦ 5,900,000"
Toyota Land Cruiser Prado 2015 Black,Toyota,Land Cruiser,2015,local used,automatic,"₦ 34,500,000"
Mercedes-Benz M Class 2015 Red,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 32,000,000"
